town,traffic,weather,start,target,route_completion,lights_ran,duration,outside_lane,collision,collision_vehicle,collision_walker,in_route,blocked
Town01,0,1,78,225,65.43,3,125.45,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,78,225,55.42,1,284.6,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,6,78,225,65.43,3,167.25,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,8,78,225,55.3,1,283.75,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,1,103,21,100,3,138.5,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,103,21,100,3,139.05,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,6,103,21,3.64,0,188.05,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,8,103,21,100,3,139.3,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,127,87,100,1,213.55,26.08,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,127,87,100,1,213.6,25.82,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,6,127,87,100,1,214.25,1.26,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,8,127,87,100,1,214.05,25.09,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,19,103,59.47,4,88.7,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,19,103,59.32,4,95.6,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,6,19,103,59.59,2,160.45,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,8,19,103,59.32,4,87.8,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,230,210,100,0,80.65,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,230,210,9.17,0,136.05,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,6,230,210,9.17,0,136.05,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,8,230,210,8.56,0,136.05,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,250,190,49.86,2,234.25,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,3,250,190,35.79,1,273.8,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,6,250,190,21.96,0,313.35,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,8,250,190,71.48,2,80.35,14.11,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,220,118,30.77,0,36.05,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,220,118,30.28,0,35.55,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,6,220,118,30.77,0,36.35,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,8,220,118,30.77,0,36.05,0,FAILURE,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,200,224,50.61,3,264.45,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,3,200,224,50.61,3,270.35,1,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,6,200,224,42.12,2,250.95,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,FAILURE
Town01,0,8,200,224,100,3,264.15,24.8,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,1,11,17,100,1,118.75,10.93,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
Town01,0,3,11,17,52.89,1,211.05,0,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
